rating,imdb_id,title,year,id
3,0290002,Meet the Fockers,2004,5210
2,0368891,National Treasure,2004,5336
3,0382761,Jennifer’s Shadow,2004,5392
3,0412915,The Librarian: Quest for the Spear,2004,5401
3,0367479,After the Sunset,2004,5550
2,0364045,Taking Lives,2004,6149
3,0377752,Dear Frankie,2004,5573
2,0300051,Jersey Girl,2004,5609
0,0387658,Bionicle 2: Legends of Metru Nui,2004,5629
1,0361862,The Machinist,2004,5659
3,0314498,The Perfect Score,2004,5673
2,0384533,She Hate Me,2004,5824
3,0340012,Being Julia,2004,5877
1,0346491,Alexander,2004,5920
1,0440803,Shutter,2004,5952
3,0388419,Christmas with the Kranks,2004,5968
3,0420332,Veer-Zaara,2004,5976
3,0367110,Swades,2004,5988
3,0364751,Without a Paddle,2004,6008
3,0431340,Puppet Master vs Demonic Toys,2004,6070
1,0318403,The Lion King 1 1/2,2004,6077
3,0304377,Mango Kiss,2004,6257
3,0426955,Barbie as the Princess and the Pauper,2004,6312
1,0337697,The Prince and Me,2004,6700
3,0459175,All the Ships at Sea,2004,6739
0,0411705,9 Songs,2004,6748
1,0348593,The Door in the Floor,2004,6842
3,0476680,Naruto the Movie: Ninja Clash in the Land of Snow,2004,6907
3,0369702,The Sea Inside,2004,6923
1,0419677,Dead Man’s Shoes,2004,7119
1,0364961,The Assassination of Richard Nixon,2004,7145
3,0390450,Blessed,2004,7234
0,0403703,Yu-Gi-Oh!: The Movie,2004,7206
2,0374180,Romasanta,2004,7342
2,0368658,Stage Beauty,2004,7471
3,0345950,The SpongeBob SquarePants Movie,2004,7478
3,0368975,Sleepover,2004,7602
0,0328400,A Separate Peace,2004,7612
1,0384369,Before the Fall,2004,7617
1,0372334,House of D,2004,7639
1,0297284,Mindhunters,2004,7648
1,0317042,One Point O,2004,7653
3,0338096,Dirty Dancing: Havana Nights,2004,7668
1,0330793,The Punisher,2004,7790
3,0359013,Blade: Trinity,2004,7926
3,0408777,The Edukators,2004,7944
3,0335345,The Passion of the Christ,2004,8132
0,0370919,Magyar vandor,2004,8545
2,0379071,Stop Mom Theresa!,2004,8546
3,0349260,In my country,2004,8680
3,0415855,Hotel,2004,8610
1,0330588,MXP: Most Extreme Primate,2004,8888
3,0410696,Stuck in the Suburbs,2004,8959
3,0367085,Soul Plane,2004,9120
1,0435286,Pokemon the Movie: Destiny Deoxys,2004,9191
1,0351977,Walking Tall,2004,9323
3,0360779,Marseille,2004,9363
2,0384116,G.O.R.A.,2004,9425
3,0361467,Confessions of Teenage Drama Queen,2004,9480
3,0372832,Skeleton Man,2004,9509
1,0356150,EuroTrip,2004,9527
1,0421051,Daniel the Wizard,2004,9685
2,0459449,M. Kumaran S/O Mahalakshmi,2004,9960
3,0425357,The Pleasure Drivers,2005,21
3,0448179,Wild Things: Diamonds in the Rough,2005,23
1,0372784,Batman Begins,2005,40
3,0401792,Sin City,2005,67
1,0371724,The Hitchhiker&#39;s Guide to the Galaxy,2005,76
3,0434409,V for Vendetta,2005,89
1,0358082,Robots,2005,99
3,0358273,Walk the Line,2005,168
3,0379786,Serenity,2005,204
3,0398712,Assault on Precinct 13,2005,218
1,0373469,Kiss Kiss Bang Bang,2005,229
0,0418763,Jarhead,2005,250
3,0407265,Transamerica,2005,262
3,0400497,Herbie Fully Loaded,2005,328
0,0424205,Joyeux No&euml;l,2005,330
3,0418773,Junebug,2005,364
3,0331933,Man of the House,2005,378
3,0435625,The Descent,2005,379
1,0427944,Thank You for Smoking,2005,414
3,0424136,Hard Candy,2005,415
1,0433383,"Good Night, and Good Luck.",2005,420
3,0382077,Hide and Seek,2005,461
3,0399201,The Island,2005,517
1,0393109,Brick,2005,561
0,0435623,Conversations with Other Women,2005,604
1,0121766,Star Wars: Episode III - Revenge of the Sith,2005,674
3,0240200,Water,2005,685
0,0360717,King Kong,2005,706
3,0421994,Imagine Me &amp;amp; You,2005,719
3,0451094,Chinjeolhan geumjassi,2005,735
3,0395972,North Country,2005,756
1,0380599,Oliver Twist,2005,788
3,0405422,The 40 Year Old Virgin,2005,816
3,0397101,The Skeleton Key,2005,825
3,0412019,Broken Flowers,2005,865
3,0402894,Casanova,2005,914
0,0478160,Into Great Silence,2005,1018
3,0426578,Sophie Scholl - Die letzten Tage,2005,1044
1,0386140,The Legend of Zorro,2005,1059
3,0407304,War of the Worlds,2005,1072
3,0385307,Miss Congeniality 2: Armed &amp; Fabulous,2005,1074
3,0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,1470
1,0417658,Factotum,2005,1422
3,0432348,Saw II,2005,1425
0,0473753,Angel-A,2005,1275
1,0419706,Doom,2005,1149
0,0320661,Kingdom of Heaven,2005,1150
3,0422778,The Muppets&#39; Wizard of Oz,2005,1587
3,0402399,The New World,2005,1532
3,0424287,The Mostly Unfabulous Social Life of Ethan Green,2005,1496
3,0121164,Corpse Bride,2005,1390
3,0425123,Just Like Heaven,2005,1396
3,0402022,AEon Flux,2005,1627
3,0387131,The Constant Gardener,2005,1642
0,0439817,The Sun,2005,1644
3,0388125,In Her Shoes,2005,1656
2,0367089,The Squid and the Whale,2005,1729
3,0348333,Waiting...,2005,1753
2,0456912,A Bittersweet Life (Dalkomhan insaeng),2005,1761
3,0405325,Sky High,2005,1819
2,0366627,The Jacket,2005,1872
1,0424774,The Adventures of Sharkboy and Lavagirl 3-D,2005,1907
1,0342258,Danny the dog,2005,1913
3,0403508,The Sisterhood of the Traveling Pants,2005,1922
3,0421229,Mrs Palfrey at The Claremont,2005,1951
0,0478988,The Call of Cthulhu,2005,2024
2,0388795,Brokeback Mountain,2005,2037
2,0399295,Lord of War,2005,2072
3,0415978,Me and You and Everyone We Know,2005,2233
1,1016268,Enron: The Smartest Guys in the Room,2005,2254
3,0396269,Wedding Crashers,2005,2270
3,0421239,Red Eye,2005,2290
2,0338427,Shopgirl,2005,2291
3,0421054,Domino,2005,2292
3,0434124,Kinky Boots,2005,2293
1,0330373,Harry Potter and the Goblet of Fire,2005,2334
2,0352248,Cinderella Man,2005,2351
3,0471834,Nana,2005,2369
3,0361693,Happy Endings,2005,2398
3,0294870,Rent,2005,2412
3,0367594,Charlie and the Chocolate Factory,2005,2417
3,0474361,Sisters in Law,2005,2458
3,0408790,Flightplan,2005,2509
3,0369994,Strangers with Candy,2005,2511
3,0369441,Fun with Dick and Jane,2005,2518
3,0382628,Dark Water,2005,2522
1,0120667,Fantastic Four,2005,2541
2,0423409,Tristram Shandy: A Cock and Bull Story,2005,2559
3,0357110,The Ballad of Jack and Rose,2005,2568
3,0393162,Coach Carter,2005,2575
3,0423651,Fingersmith,2005,2603
3,0410764,Tideland,2005,2630
1,0342272,Dear Wendy,2005,2687
3,0443536,Hoodwinked!,2005,2739
3,0420015,Nine Lives,2005,2933
3,0402158,L’empire des loups,2005,3046
3,0385700,Final Fantasy VII: Advent Children,2005,3053
0,0351283,Madagascar,2005,3149
1,0446719,Isolation,2005,3184
3,0397535,Memoirs of a Geisha,2005,3237
3,0410097,Hustle &amp; Flow,2005,3246
3,0366780,MirrorMask,2005,3266
3,0377107,Proof,2005,3430
2,0356910,Mr. &amp; Mrs. Smith,2005,3619
3,0395584,The Devil&#39;s Rejects,2005,3628
3,0435665,House of the Dead 2,2005,3631
3,0377109,The Ring Two,2005,3660
3,0396652,Ice Princess,2005,3677
1,0360486,Constantine,2005,3697
1,0450278,Hostel,2005,3698
3,0443295,"Yours, Mine and Ours",2005,3727
3,0372532,The Wedding Date,2005,3767
3,0441041,Legion of the Dead,2005,3843
3,0379725,Capote,2005,3991
3,0388500,Beauty Shop,2005,3995
3,0450982,Barbie: Fairytopia,2005,4039
3,0416320,Match Point,2005,4077
2,0386588,Hitch,2005,4113
3,0408961,Kids in America,2005,4118
2,0417001,Must Love Dogs,2005,4150
3,0448120,Single White Female 2: The Psycho,2005,4171
3,0417385,Twelve and Holding,2005,4178
3,0383222,BloodRayne,2005,4218
3,0398375,Rumor Has It...,2005,4229
1,0382992,Stealth,2005,4233
3,0473105,Vampire Bats,2005,4234
3,0414387,Pride and Prejudice,2005,4254
2,0415833,Hate Crime,2005,4339
3,0492571,Bratz: Rock Angelz,2005,4352
1,0421238,The Proposition,2005,5455
3,0432291,The Fog,2005,4386
3,0372122,Adam &amp; Steve,2005,4454
1,0408306,Munich,2005,4518
3,0404032,The Exorcism of Emily Rose,2005,4528
3,0374536,Bewitched,2005,4593
3,0419294,The Three Burials of Melquiades Estrada,2005,4629
3,0421528,20 centimetros,2005,4648
3,0257516,Cursed,2005,4676
1,0445620,Paradise Now,2005,4724
3,0384806,The Amityville Horror,2005,4688
1,0362165,Son of the Mask,2005,4711
0,0489134,Last Order: Final Fantasy VII,2005,4718
3,0439478,Boynton Beach Club,2005,4747
3,0422015,Le couperet,2005,4761
1,0375210,White Noise,2005,4769
1,0369053,Separate Lies,2005,4783
3,0444653,Keeping Mum,2005,4798
1,0388482,Transporter 2,2005,4795
3,0419773,Gespenster,2005,4834
0,0418455,Adam’s Apples,2005,4961
2,0357507,Boogeyman,2005,4968
1,0449092,Rings,2005,4992
3,0428038,Sweet Land,2005,5012
3,0423382,Tjenare kungen,2005,5030
2,0415679,Boy Eats Girl,2005,5046
1,0349349,Die You Zombie Bastards!,2005,5051
3,0415167,Mortuary,2005,5059
2,0355702,Lords of Dogtown,2005,5103
0,0406375,Zathura: A Space Adventure,2005,5112
3,0480345,Barbie and the Magic of Pegasus,2005,5166
1,0420509,The Aura,2005,5178
3,0457489,Star Wars: Revelations,2005,5252
1,0361089,Valiant,2005,5302
3,0455577,Turtles Are Surprisingly Fast Swimmers,2005,5372
3,0466405,Gekijoban XXXHolic Manatsu no yoru no yume,2005,5395
3,0451957,Urban Legends: Bloody Mary,2005,5463
3,0384573,Swimmers,2005,5498
3,0368222,Romance &amp; Cigarettes,2005,5524
3,0478976,Bad Reputation,2005,5547
3,0401085,C.R.A.Z.Y.,2005,5697
3,0422272,Fr&aacute;giles (Fragile),2005,5747
3,0399146,A History of Violence,2005,5800
1,0451966,The Violin,2005,5886
2,0411195,Breakfast on Pluto,2005,6014
3,0456630,Rinne,2005,6121
3,0432325,Die Hohle des gelben Hundes,2005,6170
3,0406158,"The Prize Winner of Defiance, Ohio",2005,6212
1,0398165,The Longest Yard,2005,6403
3,0451829,Funky Forest: The First Contact,2005,6414
3,0412922,Little Manhattan,2005,6485
3,0395699,The Pacifier,2005,6503
2,0397065,House of Wax,2005,6568
0,0369735,Monster-in-Law,2005,6575
3,0357277,Elektra,2005,6640
3,0441761,Free Zone,2005,7075
3,0443231,Rofuto,2005,7184
1,0371606,Chicken Little,2005,7193
3,0416315,Wolf Creek,2005,7198
3,0468795,Linda Linda Linda,2005,7248
0,0413573,Grey’s Anatomy,2005,7256
1,0756522,Little Einsteins,2005,7266
1,0475169,13 Tzameti,2005,7390
1,0438575,West Bank Story,2005,7396
3,0380623,The Perfect Man,2005,7529
1,0430105,Four Brothers,2005,7539
3,0384286,Cry_Wolf,2005,7625
3,0401398,Kronk’s New Groove,2005,8139
0,0395251,The Producers,2005,8390
1,0467421,Twitches,2005,8415
3,0382810,Little Fish,2005,8453
3,0373450,Where the Truth Lies,2005,8476
3,0411098,All the Invisible Children,2005,8519
1,0371257,Stay,2005,8532
3,0414951,The Quiet,2005,8537
2,0402115,Just Sex and Nothing Else,2005,8544
2,0401385,Say Uncle,2005,8550
0,0418239,Tickets,2005,8664
3,0368709,Elizabethtown,2005,8908
1,0312004,Wallace &amp; Gromit: The Curse of the Were-Rabbit,2005,9092
2,0428856,La moustache,2005,9139
3,0431641,Azumi 2: Death or Love,2005,9550
2,0377309,Survival Island,2005,9745
2,0449869,Chandramukhi,2005,9959
1,0387808,Idiocracy,2006,10
3,0458352,The Devil Wears Prada,2006,144
2,0383574,Pirates of the Caribbean: Dead Man’s Chest,2006,167
3,0472160,Penelope,2006,171
0,0454921,The Pursuit of Happyness,2006,198
3,0457939,The Holiday,2006,215
1,0381061,Casino Royale,2006,221
1,0284363,I Served the King of England,2006,224
3,0443455,Brand Upon The Brain!,2006,284
0,0479884,Crank,2006,289
3,0422720,Marie Antoinette,2006,290
3,0376994,X-Men: The Last Stand,2006,317
3,0206634,Children of Men,2006,332
3,0441909,Volver,2006,366
3,0416496,Bandidas,2006,370
2,0477095,Starter for 10,2006,372
3,0477347,Night at the Museum,2006,416
3,0457430,El laberinto del fauno (Pan's Labyrinth),2006,421
3,0404203,Little Children,2006,521
2,0907657,Once,2006,530
3,0420223,Stranger Than Fiction,2006,559
3,0492481,Puccini for Beginners,2006,603
3,0437800,Akeelah and the Bee,2006,615
3,0454945,She’s the Man,2006,627
3,0449059,Little Miss Sunshine,2006,648
3,0460732,Caffeine,2006,650
3,0499537,Offside,2006,653
1,0460989,The Wind That Shakes the Barley,2006,725
1,0454776,Amazing Grace,2006,736
3,0490822,Bring It On: All or Nothing,2006,762
0,0405094,Das Leben Der Anderen,2006,791
3,0384537,Silent Hill,2006,793
3,0389557,Zwartboek,2006,830
0,0443543,The Illusionist,2006,893
1,0483726,Man of the Year,2006,920
3,0460829,Inland Empire,2006,921
1,0779982,Black Sheep,2006,923
2,0859765,Still Life (Sanxia haoren),2006,934
3,0408985,Last Holiday,2006,938
3,0435706,Nina’s Heavenly Delights,2006,976
3,0479917,For the Love of a Child,2006,1022
3,0783238,The Dead Girl,2006,1189
3,0380066,The Woods,2006,1347
1,0463034,"You, Me and Dupree",2006,1558
3,0435680,Kidulthood,2006,1481
1,0493430,Jackass Number Two,2006,1302
1,0407887,The Departed,2006,1415
0,0832958,On the Trail of Igor Rizzi,2006,1605
3,0934427,Liu hao chukou (Exit No. 6),2006,1505
0,0416449,300,2006,1271
3,0436331,Friends with Money,2006,1102
1,0425210,Lucky Number Slevin,2006,1138
1,0449010,Eragon,2006,1147
3,0364955,Art School Confidential,2006,1152
3,0375785,Gray Matters,2006,1523
3,0367027,Shortbus,2006,1442
1,0447854,Bambi II,2006,1596
3,0460792,Fast Food Nation,2006,1449
1,0438097,Ice Age: The Meltdown,2006,1581
3,0446442,A Few Days in September,2006,1542
3,0460721,The Big Bad Swim,2006,1489
3,0436697,The Queen,2006,1412
3,0470765,For Your Consideration,2006,1615
3,0430634,Stick It,2006,1665
3,0439815,Slither,2006,1702
1,0473514,Mulberry Street,2006,1719
3,0475394,Smokin’ Aces,2006,1811
3,0383060,Zoom,2006,1853
3,0851578,Paprika,2006,1864
3,0454082,Black Christmas,2006,1873
3,0808506,Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),2006,1878
3,0396171,Perfume: The Story of a Murderer,2006,1888
3,0417148,Snakes on a Plane,2006,1894
3,0482546,Miss Potter,2006,1898
3,0439289,Running with Scissors,2006,1910
3,0405336,Southland Tales,2006,1927
3,0414993,The Fountain,2006,1937
1,0317219,Cars,2006,1946
0,0831888,Tekkon kinkurito,2006,2002
0,0457510,Nacho Libre,2006,2026
1,0482571,The Prestige,2006,2036
3,0855729,Times and Winds,2006,2057
3,0454848,Inside Man,2006,2089
3,0466665,The Architect,2006,2117
3,0768116,Hula Girls,2006,2199
2,0464061,I’m Reed Fish,2006,2260
3,0487195,Bonneville,2006,2277
3,0417614,Dreamland,2006,2297
1,0473488,A Guide to Recognizing Your Saints,2006,2339
0,0343737,The Good Shepherd,2006,2340
3,0468489,Half Nelson,2006,2359
1,0405296,A Scanner Darkly,2006,2360
3,0487503,The Page Turner,2006,2405
3,0465551,Notes on a Scandal,2006,2498
3,0420087,A Prairie Home Companion,2006,2525
3,0460791,The Fall,2006,2527
1,0370032,Ultraviolet,2006,2532
1,0406816,The Guardian,2006,2538
1,0462309,The Gigolos,2006,2566
3,0888019,Five Across the Eyes,2006,2570
1,0479647,"Bon Cop, Bad Cop",2006,2572
1,0758794,We Are Marshall,2006,2579
1,0498380,Letters from Iwo Jima,2006,2580
3,0451176,Quinceanera,2006,2598
2,0457655,After the Wedding,2006,2610
3,0454931,Requiem,2006,2615
1,0477139,Wristcutters: A Love Story,2006,2616
3,0816520,Return To Halloweentown,2006,2713
3,0429727,Il caimano (The Caiman),2006,2800
3,0497137,"I’m a Cyborg, But That&#39;s OK",2006,2802
3,0354899,The Science of Sleep,2006,2898
1,0489010,A Crime,2006,2900
3,0473074,The Gymnast,2006,2932
3,0424345,Clerks II,2006,2941
3,0772154,Apart From That,2006,2980
1,0464049,The History Boys,2006,3005
3,0804513,Rainbow Song,2006,3014
3,0461612,Warau Mikaeru,2006,3018
2,0473444,Curse of the Golden Flower,2006,3051
3,0401711,Paris je t’aime,2006,3054
3,0478724,I Do,2006,3080
3,0876294,The Zombie Diaries,2006,3127
3,0493459,This Film Is Not Yet Rated,2006,3168
3,0818940,Love &amp; Suicide,2006,3193
3,0433412,Material Girls,2006,3199
3,0417225,Idlewild,2006,3326
3,0429591,Aquamarine,2006,3335
3,0446046,Take the Lead,2006,3460
1,0769508,In Paris,2006,3465
3,0455967,John Tucker Must Die,2006,3571
3,0433386,The Grudge 2,2006,3643
3,0385880,Monster House,2006,3661
3,0471030,Red Road,2006,3760
3,0405508,Rang De Basanti,2006,3769
2,0429589,The Ant Bully,2006,3784
3,0765458,Hogfather,2006,3785
1,0400717,Open Season,2006,3786
0,0424095,Flushed Away,2006,3812
3,1273816,The University of Illinois vs. a Mummy,2006,3830
3,0450506,Suburban Mayhem,2006,3834
3,0468492,The Host,2006,3849
0,0855805,Farval Falkenberg,2006,3957
3,0824316,Dor,2006,3959
1,0387877,Black Dahlia,2006,4130
3,0444112,Avenue Montaigne,2006,3988
3,0398913,DOA: Dead or Alive,2006,4202
2,0452637,Lady in the Water,2006,4227
3,0465925,Brother Bear 2,2006,4236
1,0348150,Superman Returns,2006,4288
2,0457572,Fido,2006,4293
3,0448124,Snow cake,2006,4312
3,0460740,Cashback,2006,4401
3,0323120,Loving Annabelle,2006,4398
3,0412798,Half Light,2006,4424
3,0491738,Psych,2006,4500
3,0414982,Final Destination 3,2006,4595
3,0446755,The Painted Veil,2006,4625
1,0450259,Blood Diamond,2006,4626
3,0455857,When a Stranger Calls,2006,4665
3,0444628,Fay Grim,2006,4690
3,0790781,Wendy Wu: Homecoming Warrior,2006,4694
0,0344854,Arthur and the Invisibles,2006,4729
1,0778631,Brave Story,2006,4802
3,0490166,London To Brighton,2006,4819
3,0863091,Mukhsin,2006,4830
3,0876154,To Have and to Hold,2006,4848
3,0410297,The Lake House,2006,4856
1,0452594,The Break Up,2006,4892
3,0423169,Sherrybaby,2006,4899
2,0409182,Poseidon,2006,4918
3,0445935,Bordertown,2006,4939
0,0457275,Altered,2006,5016
1,0770739,Dead &amp; Deader,2006,5049
3,0470705,Bug,2006,5088
1,0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,5158
1,0382625,The Da Vinci Code,2006,5191
1,0827517,Reprise,2006,5213
3,0424880,Candy,2006,5233
0,0807840,Elephants Dream,2006,5248
3,0475293,High School Musical,2006,5249
1,0462485,Poultrygeist: Night of the Chicken Dead,2006,5262
1,0809407,A fost sau n-a fost?,2006,5287
3,0476013,"Hello Sister, Goodbye Life",2006,5288
3,0472043,Apocalypto,2006,5306
3,0389860,Click,2006,5358
1,0455596,The Librarian: Return to King Solomon&#39;s Mines,2006,5424
2,0427969,Hollywoodland,2006,5511
3,0489007,Cow Belles,2006,5519
3,0859594,Barbie in the 12 Dancing Princesses,2006,5549
1,0383216,The Pink Panther,2006,5552
3,0441774,Lonely Hearts,2006,5585
1,0317919,Mission: Impossible III,2006,5606
1,0452624,The Good German,2006,5675
3,0483022,Kamome Diner,2006,5704
3,0443489,Dreamgirls,2006,5815
3,0499455,Day Night Day Night,2006,5834
3,0456554,Grandma’s Boy,2006,5840
3,0795338,The Barbie Diaries,2006,5868
3,0449467,Babel,2006,5925
3,0464029,Grbavica,2006,6038
3,0494199,5ive Girls,2006,6137
3,0480025,This is England,2006,6151
3,0494271,The Unknown Woman,2006,6168
1,0384793,Accepted,2006,6194
3,0475944,The Covenant,2006,6352
3,0486551,Beerfest,2006,6401
3,0877368,Tales from the Grudge,2006,6445
3,0489270,Saw III,2006,6450
3,0486731,U,2006,6456
3,0443431,Another Gay Movie,2006,6526
0,0455612,Madea’s Family Reunion,2006,6574
1,0405676,All The King’s Men,2006,6762
3,0476298,Madeinusa,2006,6869
3,1105263,Bleach: Memories of Nobody,2006,6903
2,0643110,&quot;Masters of Horror&quot; Pick Me Up,2006,7038
0,0643106,&quot;Masters of Horror&quot; Haeckel’s Tale,2006,7039
0,0757061,&quot;Masters of Horror&quot; Imprint,2006,7044
2,0782399,&quot;Masters of Horror&quot; Family,2006,7070
0,0817401,&quot;Masters of Horror&quot; The V Word,2006,7085
3,0454841,The Hills Have Eyes,2006,7088
1,0779496,&quot;Masters of Horror&quot; Pelts,2006,7090
3,0833098,&quot;Masters of Horror&quot; The Screwfly Solution,2006,7096
0,0817400,&quot;Masters of Horror&quot; Sounds Like,2006,7103
3,0785532,&quot;Masters of Horror&quot; Pro-Life,2006,7114
3,0805420,&quot;Masters of Horror&quot; Valerie on the Stairs,2006,7117
1,0493093,Hannah Montana,2006,7264
3,0461826,Peliculas para no dormir: Adivina quien soy,2006,7315
3,0430164,Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,2006,7293
3,0477311,Peliculas para no dormir: Para entrar a vivir,2006,7299
3,0449144,Peliculas para no dormir: La culpa,2006,7303
1,0460897,Peliculas para no dormir: Regreso a Moira,2006,7309
3,0414853,Barnyard,2006,7366
3,0477072,The Prince &amp; Me II: The Royal Wedding,2006,7550
0,0768132,Monmon the Water Spider,2006,7567
3,0462590,Step Up,2006,7596
1,0489682,Conversations with God,2006,7624
3,0366548,Happy Feet,2006,7637
3,0362120,Scary Movie 4,2006,7679
3,0449089,RV,2006,7793
0,0365830,Tenacious D in the Pick of Destiny,2006,7812
3,0385726,Glory Road,2006,7977
1,0807965,La vie secr&egrave;te des gens heureux,2006,8033
3,0951297,Que tan lejos,2006,8060
2,0456111,La noche de los girasoles,2006,8412
1,0830896,Ferfiakt,2006,8529
2,0823158,Wedding Wars,2006,8549
1,0495596,Tales from Earthsea,2006,8644
3,0413268,Sideline Secrets,2006,8723
1,0430357,Miami Vice,2006,8871
1,0437857,Behind the Mask: The Rise of Leslie Vernon,2006,9091
1,0463985,The Fast and the Furious: Tokyo Drift ,2006,9119
1,0785002,Heartbreak Hotel,2006,9188
1,0450345,The Wicker Man,2006,9190
3,0491747,Away from Her,2006,9203
2,0393735,The Shaggy Dog,2006,9237
2,0415306,Talladega Nights: The Ballad of Ricky Bobby,2006,9272
1,0427229,failure to launch,2006,9277
2,0469641,World Trade Center,2006,9296
1,0450121,Rosso come il cielo,2006,9471
3,0327084,Over the Hedge,2006,9472
1,0479143,Rocky Balboa,2006,9724
3,0462329,The Hard Corps,2006,9742
0,0458471,Second in Command,2006,9744
3,0417056,Pledge This!,2006,9783
3,0492506,Wordplay,2006,10011
3,1028528,Death Proof,2007,7
2,0471711,Futurama: Bender's Big Score,2007,8
3,0467406,Juno,2007,9
2,0435705,Next,2007,11
1,0758771,Outlaw,2007,12
1,0382932,Ratatouille,2007,14
1,00293564,Rush Hour 3,2007,16
3,0432021,Resident Evil: Extinction,2007,17
3,0476964,The Brave One,2007,20
1,0756683,The Man from Earth,2007,25
3,0413267,Shrek the Third,2007,26
3,0477071,Premonition,2007,27
3,1077258,Planet Terror,2007,29
1,0411061,88 Minutes,2007,30
1,0825232,The Bucket List,2007,103
3,0884819,Wool 100%,2007,166
3,0449088,Pirates of the Caribbean: At World’s End,2007,169
0,0469494,There Will Be Blood,2007,177
3,0478311,Knocked Up,2007,180
3,0427327,Hairspray,2007,188
1,0845046,Son of Rambow,2007,240
3,0808417,Persepolis,2007,295
3,0861739,Tropa de Elite,2007,312
1,0758758,Into the Wild,2007,313
3,0481141,No Reservations,2007,327
3,0486655,Stardust,2007,335
1,0425112,Hot Fuzz,2007,351
3,0373889,Harry Potter and the Order of the Phoenix,2007,373
3,0787523,Towelhead,2007,381
1,0486583,Fred Claus,2007,410
3,0462538,The Simpsons Movie,2007,417
1,0787475,Hot Rod,2007,419
3,0418279,Transformers,2007,422
3,0455805,Then She Found Me,2007,462
1,0496806,Ocean's Thirteen,2007,476
3,0486822,Disturbia,2007,479
3,0385752,The Golden Compass,2007,487
3,0775529,The Savages,2007,490
3,0459102,Import/Export,2007,526
0,0452702,Vacancy,2007,546
3,0480249,I Am Legend,2007,549
1,0448134,Sunshine,2007,585
1,0838221,The Darjeeling Limited,2007,600
1,0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007,630
3,1179904,Paranormal Activity,2007,667
3,0829482,Superbad,2007,651
0,0419887,The Kite Runner,2007,652
3,0477348,No Country for Old Men,2007,686
3,0416508,Becoming Jane,2007,738
3,0473308,Waitress,2007,755
3,0972785,Bring It On: In It to Win It,2007,761
3,0431308,P.S. I Love You,2007,766
3,0461770,Enchanted,2007,777
1,0337978,Live Free or Die Hard,2007,842
0,0381849,3:10 to Yuma,2007,843
1,0486946,Wild Hogs,2007,918
3,0765447,Evening,2007,948
3,0783233,Atonement,2007,949
3,0848557,Diary of the Dead,2007,964
2,0475243,Crashing,2007,995
2,0423977,Charlie Bartlett,2007,1008
1,0496436,White Noise 2: The Light,2007,1045
3,1048174,The World Unseen,2007,1339
1,1032207,Lynch,2007,1438
3,0465375,After Sex,2007,1344
3,0283503,Brooklyn Rules,2007,1578
1,0822854,Shooter,2007,1184
3,0780622,Teeth,2007,1196
0,0465494,Hitman,2007,1283
3,0464141,The Orphanage,2007,1285
3,0496328,Itty Bitty Titty Committee,2007,1115
3,0925230,Cocalero,2007,1439
3,0866437,The Jane Austen Book Club,2007,1151
3,0427470,The Lookout,2007,1167
2,0810868,Free Rainer,2007,1524
3,0795368,Death at a Funeral,2007,1522
3,0995829,XXY,2007,1552
3,0970472,Vexille,2007,1466
3,0909010,The Bad Mother&#39;s Handbook,2007,1671
3,0806940,Ninas Mal,2007,1706
3,0904049,Ekusute (Exte: Hair Extensions),2007,1713
3,0862856,Trick ’r Treat,2007,1715
3,0996605,Love Songs,2007,1741
3,1043842,Appleseed Saga: Ex Machina,2007,1764
1,1032856,The Band&#39;s Visit,2007,1799
3,1094278,Tricks,2007,1802
3,1032846,"4 Months, 3 Weeks and 2 Days",2007,1806
0,0758732,Beaufort,2007,1808
3,0964587,St. Trinian’s,2007,1840
2,0401383,The Diving Bell and the Butterfly,2007,1868
2,0465538,Michael Clayton,2007,1889
3,0887745,How About You,2007,1899
0,0457419,Mr. Magorium’s Wonder Emporium,2007,1903
3,0880502,Auf der anderen Seite,2007,1925
1,0983213,5 Centimeters Per Second,2007,1939
1,0396555,Meet the Robinsons,2007,1945
1,0472205,Watching the Detectives,2007,2111
2,0389722,30 Days of Night,2007,2130
3,0463854,28 Weeks Later,2007,2131
3,0857191,The Visitor,2007,2147
3,0758766,Music and Lyrics,2007,2170
3,0848542,Arranged,2007,2248
3,0756729,Year of the dog,2007,2207
1,0388182,King of California,2007,2341
2,0780607,The Signal,2007,2364
3,0452623,Gone Baby Gone,2007,2371
3,0757361,Margot at the Wedding,2007,2409
3,0804452,Bratz,2007,2472
3,0498353,Hostel: Part II,2007,2473
3,0494222,Eagle vs Shark,2007,2478
1,0488120,Fracture,2007,2519
1,0913445,Young People Fucking,2007,2529
3,0472062,Charlie Wilson’s War,2007,2574
1,0401997,Breach,2007,2581
1,0443473,The Condemned,2007,2597
3,1121794,Sword of the Stranger,2007,2601
3,0844794,Northanger Abbey,2007,2604
1,0942384,Shelter,2007,2621
3,0765120,My Blueberry Nights,2007,2655
3,1107809,Cutlass,2007,2676
3,0415127,The Man from London,2007,2743
3,0805564,Lars and the real Girl,2007,2795
